"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"CLACBUS","202210","0","1","Coal Consumed by the Transportation Sector","Trillion Btu"
"CLACBUS","202211","0","1","Coal Consumed by the Transportation Sector","Trillion Btu"
"CLACBUS","202212","0","1","Coal Consumed by the Transportation Sector","Trillion Btu"
"CLACBUS","202213","0","1","Coal Consumed by the Transportation Sector","Trillion Btu"
"CLACBUS","202301","0","1","Coal Consumed by the Transportation Sector","Trillion Btu"
"CLACBUS","202302","0","1","Coal Consumed by the Transportation Sector","Trillion Btu"
"CLACBUS","202303","0","1","Coal Consumed by the Transportation Sector","Trillion Btu"
"CLACBUS","202304","0","1","Coal Consumed by the Transportation Sector","Trillion Btu"
"CLACBUS","202305","0","1","Coal Consumed by the Transportation Sector","Trillion Btu"
"CLACBUS","202306","0","1","Coal Consumed by the Transportation Sector","Trillion Btu"
"CLACBUS","202307","0","1","Coal Consumed by the Transportation Sector","Trillion Btu"
"CLACBUS","202308","0","1","Coal Consumed by the Transportation Sector","Trillion Btu"
"CLACBUS","202309","0","1","Coal Consumed by the Transportation Sector","Trillion Btu"
"CLACBUS","202310","0","1","Coal Consumed by the Transportation Sector","Trillion Btu"
"CLACBUS","202311","0","1","Coal Consumed by the Transportation Sector","Trillion Btu"
"CLACBUS","202312","0","1","Coal Consumed by the Transportation Sector","Trillion Btu"
"CLACBUS","202313","0","1","Coal Consumed by the Transportation Sector","Trillion Btu"
"CLACBUS","202401","0","1","Coal Consumed by the Transportation Sector","Trillion Btu"
"NGACBUS","194913","Not Available","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","195013","129.94","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","195113","199.233","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","195213","214.459","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","195313","238.375","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","195413","238.687","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","195513","253.83","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","195613","306.331","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","195713","309.708","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","195813","323.149","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","195913","361.575","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","196013","359.223","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","196113","390.823","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","196213","395.883","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","196313","436.92","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","196413","449.508","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","196513","516.541","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","196613","553.02","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","196713","594.176","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","196813","609.285","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","196913","650.522","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197013","744.553","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197113","765.612","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197213","786.842","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197301","79.095","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197302","71.616","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197303","67.877","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197304","61.814","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197305","58.243","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197306","51.674","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197307","52.483","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197308","53.291","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197309","51.439","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197310","57.535","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197311","64.171","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197312","73.502","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197313","742.741","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197401","71.96","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197402","66.28","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197403","64.635","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197404","54.567","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197405","51.888","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197406","46.435","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197407","48.855","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197408","48.726","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197409","49.597","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197410","55.051","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197411","58.956","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197412","67.894","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197413","684.843","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197501","68.415","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197502","59.012","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197503","57.917","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197504","47.934","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197505","40.508","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197506","38.256","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197507","39.96","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197508","41.664","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197509","41.695","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197510","46.99","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197511","49.912","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197512","62.36","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197513","594.622","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197601","64.177","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197602","54.288","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197603","48.21","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197604","42.243","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197605","40.17","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197606","37.397","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197607","38.434","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197608","36.893","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197609","36.472","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197610","45.409","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197611","52.523","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197612","62.525","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197613","558.741","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197701","66.928","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197702","50.495","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197703","47.686","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197704","40.012","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197705","38.344","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197706","37.065","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197707","36.842","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197708","37.926","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197709","39.679","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197710","42.209","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197711","46.991","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197712","58.614","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197713","542.79","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197801","65.407","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197802","58.735","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197803","52.666","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197804","42.26","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197805","37.894","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197806","34.296","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197807","36.602","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197808","35.285","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197809","33.912","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197810","39.541","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197811","45.527","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197812","56.813","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197813","538.938","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197901","73.326","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197902","66.616","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197903","56.853","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197904","48.179","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197905","43.192","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197906","39.565","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197907","40.199","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197908","40.562","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197909","40.169","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197910","47.06","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197911","53.438","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197912","62.626","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","197913","611.781","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198001","72.704","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198002","69.632","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198003","67.584","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198004","50.176","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198005","44.032","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198006","40.96","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198007","41.984","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198008","41.984","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198009","41.984","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198010","50.176","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198011","57.344","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198012","69.632","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198013","649.853","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198101","76.875","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198102","64.575","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198103","64.575","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198104","50.225","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198105","48.175","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198106","44.075","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198107","44.075","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198108","44.075","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198109","43.05","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198110","51.25","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198111","55.35","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198112","70.725","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198113","658.383","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198201","81.054","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198202","67.716","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198203","62.586","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198204","50.274","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198205","38.988","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198206","37.962","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198207","38.988","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198208","38.988","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198209","38.988","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198210","44.118","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198211","53.352","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198212","59.508","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198213","611.918","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198301","52.529","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198302","42.023","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198303","43.933","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198304","39.158","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198305","40.113","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198306","40.113","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198307","42.023","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198308","41.068","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198309","38.203","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198310","40.113","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198311","40.113","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198312","45.843","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198313","505.233","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198401","56.624","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198402","45.299","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198403","47.358","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198404","42.21","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198405","43.24","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198406","43.24","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198407","45.299","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198408","44.269","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198409","41.181","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198410","43.24","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198411","43.24","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198412","49.417","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198413","544.617","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198501","55.648","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198502","47.404","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198503","43.282","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198504","40.19","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198505","41.221","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198506","39.16","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198507","41.221","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198508","40.19","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198509","38.129","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198510","40.19","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198511","40.19","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198512","52.557","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198513","519.383","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198601","51.882","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198602","44.619","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198603","43.581","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198604","37.355","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198605","39.431","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198606","38.393","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
"NGACBUS","198607","39.431","2","Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels)","Trillion Btu"
