Date,Open,High,Low,Close,Adj Close,Volume
2019-08-13,72.000000,74.553329,72.000000,74.153336,74.153336,2490600
2019-08-14,73.070000,73.199997,71.239998,72.190002,72.190002,2207100
2019-08-15,72.246666,72.610001,71.056664,71.536667,71.536667,2051100
2019-08-16,71.739998,73.266670,65.470001,66.423332,66.423332,15003300
2019-08-19,67.230003,67.230003,64.056664,66.010002,66.010002,14079000
2019-08-20,66.293335,67.080002,65.283333,66.559998,66.559998,4413900
2019-08-21,66.913330,68.626663,66.806664,67.923332,67.923332,3768000
2019-08-22,68.333336,68.866669,67.453331,68.186668,68.186668,3383100
2019-08-23,68.113335,69.223335,67.059998,67.190002,67.190002,3402600
2019-08-26,67.466667,68.129997,67.056664,67.883331,67.883331,2571300
2019-08-27,68.336670,68.606667,67.023331,67.360001,67.360001,1793100
2019-08-28,66.666664,67.176666,65.959999,66.066666,66.066666,2659800
2019-08-29,67.033333,67.480003,66.333336,66.716667,66.716667,3428700
2019-08-30,67.363335,68.209999,66.853333,67.873337,67.873337,3334200
2019-09-03,67.263336,67.936668,66.093330,66.376663,66.376663,4928100
2019-09-04,66.666664,67.266670,65.430000,66.830002,66.830002,10553700
2019-09-05,72.673332,72.673332,68.370003,70.683334,70.683334,20836500
2019-09-06,70.599998,72.879997,70.519997,71.973335,71.973335,7816800
2019-09-09,71.933334,72.016670,69.510002,70.393333,70.393333,4720500
2019-09-10,69.790001,70.473335,68.333336,68.946671,68.946671,4545600
2019-09-11,68.996666,71.813332,68.966667,71.470001,71.470001,4110000
2019-09-12,71.756668,72.099998,69.213333,69.746666,69.746666,4830300
2019-09-13,69.699997,70.173332,68.833336,69.449997,69.449997,3587100
2019-09-16,69.339996,72.436668,69.243332,71.933334,71.933334,4389000
2019-09-17,71.496666,71.823334,69.796669,70.896667,70.896667,3570000
2019-09-18,70.883331,71.000000,69.139999,70.063332,70.063332,4560000
2019-09-19,69.720001,70.266670,69.063332,69.629997,69.629997,4064400
2019-09-20,69.666664,70.860001,69.059998,69.416664,69.416664,2958300
2019-09-23,69.786667,70.410004,69.506668,69.903336,69.903336,2165700
2019-09-24,70.416664,70.926666,68.533333,69.156670,69.156670,2733000
2019-09-25,68.803329,70.820000,68.209999,70.453331,70.453331,4828200
2019-09-26,70.586670,70.699997,69.050003,69.596664,69.596664,2232000
2019-09-27,69.739998,69.933334,67.366669,67.466667,67.466667,4813800
2019-09-30,67.366669,68.300003,67.173332,67.943336,67.943336,3499200
2019-10-01,68.650002,69.656670,68.196671,68.333336,68.333336,3357300
2019-10-02,67.803329,68.750000,67.503334,68.470001,68.470001,3103200
2019-10-03,68.473335,69.860001,68.203331,69.486664,69.486664,3720600
2019-10-04,69.709999,70.333336,69.266670,70.190002,70.190002,2382600
2019-10-07,70.096664,71.506668,69.709999,70.936668,70.936668,4169700
2019-10-08,70.470001,70.793335,68.870003,68.980003,68.980003,2843700
2019-10-09,69.669998,69.970001,69.176666,69.803329,69.803329,2214300
2019-10-10,69.500000,70.389999,68.746666,69.766670,69.766670,3077700
2019-10-11,70.033333,71.540001,70.000000,70.139999,70.139999,3345300
2019-10-14,70.000000,71.260002,70.000000,71.183334,71.183334,2850300
2019-10-15,71.300003,71.886665,70.383331,70.860001,70.860001,2739000
2019-10-16,70.666664,71.666664,69.573334,70.980003,70.980003,3464700
2019-10-17,71.293335,71.790001,70.703331,71.423332,71.423332,1847100
2019-10-18,71.316666,71.543335,69.823334,70.870003,70.870003,2358000
2019-10-21,70.666664,71.166664,69.893333,70.756668,70.756668,4204200
2019-10-22,70.976669,72.099998,70.793335,71.136665,71.136665,3152400
2019-10-23,71.366669,72.896667,71.133331,72.400002,72.400002,2853000
2019-10-24,72.699997,73.956665,72.629997,73.856667,73.856667,2758500
2019-10-25,73.666664,75.023331,73.010002,74.883331,74.883331,2904600
2019-10-28,74.883331,76.296669,74.883331,75.983330,75.983330,3139800
2019-10-29,75.956665,75.956665,74.613335,74.863335,74.863335,2633700
2019-10-30,74.813332,75.940002,74.403336,75.660004,75.660004,1897500
2019-10-31,75.743332,75.913330,74.856667,75.796669,75.796669,1831800
2019-11-01,76.000000,77.940002,75.739998,77.856667,77.856667,4003800
2019-11-04,78.333336,78.986664,77.966667,78.006668,78.006668,2319300
2019-11-05,77.926666,78.113335,77.199997,77.839996,77.839996,2544900
2019-11-06,78.026665,78.650002,77.353333,77.563332,77.563332,3440700
2019-11-07,77.666664,78.690002,77.606667,77.953331,77.953331,2694900
2019-11-08,77.953331,79.333336,77.480003,78.976669,78.976669,2205300
2019-11-11,78.916664,78.976669,78.006668,78.669998,78.669998,2922600
2019-11-12,79.000000,80.746666,78.673332,80.383331,80.383331,3454200
2019-11-13,80.220001,82.146667,79.723335,81.076668,81.076668,3980400
2019-11-14,80.213333,81.970001,79.843330,81.836670,81.836670,2809200
2019-11-15,81.666664,82.493332,81.333336,82.333336,82.333336,2982000
2019-11-18,82.333336,83.050003,81.836670,82.863335,82.863335,4479000
2019-11-19,82.666664,83.166664,81.996666,82.726669,82.726669,3247500
2019-11-20,82.516670,83.356667,82.026665,82.623337,82.623337,3613200
2019-11-21,82.333336,82.896667,81.896667,82.246666,82.246666,3331800
2019-11-22,82.663330,82.883331,81.593330,82.290001,82.290001,3387900
2019-11-25,82.616669,83.650002,82.483330,83.426666,83.426666,8545800
2019-11-26,76.000000,76.136665,73.066666,73.456665,73.456665,23264100
2019-11-27,73.860001,74.476669,71.633331,74.089996,74.089996,10988100
2019-11-29,74.500000,75.826668,74.360001,75.739998,75.739998,5301900
2019-12-02,75.959999,75.959999,73.673332,74.903336,74.903336,5007600
2019-12-03,74.443336,76.120003,74.206665,75.669998,75.669998,4433400
2019-12-04,75.680000,76.519997,75.166664,75.206665,75.206665,3620700
2019-12-05,75.683334,76.873337,75.650002,76.290001,76.290001,3157500
2019-12-06,76.333336,76.809998,75.463333,75.463333,75.463333,2782200
2019-12-09,75.346664,75.826668,74.693336,75.286667,75.286667,2613000
2019-12-10,75.500000,76.033333,74.809998,75.096664,75.096664,1915200
2019-12-11,74.930000,75.966667,74.860001,75.656670,75.656670,2591700
2019-12-12,75.893333,76.413330,75.083336,75.629997,75.629997,2999700
2019-12-13,75.519997,76.196671,75.169998,75.663330,75.663330,2521200
2019-12-16,75.500000,76.673332,75.336670,76.563332,76.563332,3701100
2019-12-17,76.833336,76.893333,75.886665,76.889999,76.889999,2540100
2019-12-18,77.000000,77.133331,76.146667,76.473335,76.473335,3429900
2019-12-19,76.500000,76.720001,75.906670,76.366669,76.366669,2736900
2019-12-20,76.623337,77.120003,76.250000,76.669998,76.669998,2874300
2019-12-23,76.686668,77.339996,76.506668,77.110001,77.110001,2100000
2019-12-24,77.000000,77.376663,76.889999,77.263336,77.263336,1616400
2019-12-26,77.376663,78.393333,77.269997,77.846664,77.846664,2160300
2019-12-27,78.276665,78.330002,77.416664,77.756668,77.756668,1528500
2019-12-30,77.529999,77.629997,76.426666,77.143333,77.143333,1817700
2019-12-31,77.046669,77.443336,76.730003,77.083336,77.083336,1460700
2020-01-02,77.746666,78.646667,77.650002,78.470001,78.470001,2835900
2020-01-03,77.646667,78.996666,77.646667,78.943336,78.943336,2229600
2020-01-06,78.783333,80.180000,78.570000,80.086670,80.086670,3342600
2020-01-07,80.086670,80.833336,79.776665,80.546669,80.546669,3384900
2020-01-08,79.333336,79.919998,78.926666,79.523331,79.523331,3157200
2020-01-09,79.726669,80.316666,79.293335,80.023331,80.023331,2253600
2020-01-10,80.099998,80.873337,79.093330,79.290001,79.290001,2631600
2020-01-13,79.616669,80.570000,79.616669,80.306664,80.306664,2734800
2020-01-14,80.273331,80.833336,79.626663,80.000000,80.000000,2875200
2020-01-15,80.190002,81.419998,80.136665,80.233330,80.233330,1918500
2020-01-16,80.546669,81.206665,80.273331,81.086670,81.086670,3066900
2020-01-17,81.143333,81.463333,80.250000,80.690002,80.690002,3081000
2020-01-21,80.519997,81.266670,80.063332,81.076668,81.076668,3423300
2020-01-22,81.626663,81.826668,81.023331,81.243332,81.243332,2130300
2020-01-23,80.966667,81.650002,80.736664,81.633331,81.633331,1831800
2020-01-24,81.666664,82.576668,80.736664,80.966667,80.966667,3017700
2020-01-27,79.383331,79.550003,78.543335,79.283333,79.283333,2356200
2020-01-28,79.589996,80.556664,78.970001,79.706665,79.706665,1812000
2020-01-29,80.073334,80.599998,79.173332,79.183334,79.183334,1755000
2020-01-30,78.760002,79.570000,78.589996,79.333336,79.333336,2312100
2020-01-31,79.343330,79.516670,78.036667,78.260002,78.260002,2167800
2020-02-03,78.286667,78.783333,77.879997,78.656670,78.656670,3006600
2020-02-04,78.916664,80.279999,78.370003,80.063332,80.063332,2114700
2020-02-05,80.836670,80.966667,79.493332,80.553329,80.553329,2152500
2020-02-06,80.856667,82.106667,80.526665,82.023331,82.023331,2546400
2020-02-07,82.000000,82.290001,81.326668,81.940002,81.940002,1979400
2020-02-10,81.790001,82.830002,81.256668,82.506668,82.506668,1717800
2020-02-11,83.000000,83.316666,82.099998,82.276665,82.276665,1686000
2020-02-12,82.463333,82.463333,80.099998,81.573334,81.573334,3633000
2020-02-13,81.400002,82.190002,81.073334,81.870003,81.870003,2604900
2020-02-14,82.333336,82.993332,81.790001,82.416664,82.416664,1894500
2020-02-18,82.516670,83.339996,82.146667,83.073334,83.073334,2892600
2020-02-19,83.073334,83.703331,82.436668,82.903336,82.903336,2122800
2020-02-20,82.603333,83.236664,81.419998,83.046669,83.046669,3210300
2020-02-21,82.813332,82.813332,80.136665,81.000000,81.000000,4509300
2020-02-24,78.943336,79.313332,77.093330,79.110001,79.110001,8817000
2020-02-25,67.333336,67.966667,64.059998,65.653336,65.653336,29859300
2020-02-26,65.693336,66.433334,62.506668,63.193333,63.193333,9845400
2020-02-27,61.500000,65.163330,60.873333,62.520000,62.520000,10243200
2020-02-28,60.586666,63.783333,60.353333,61.540001,61.540001,10753200
2020-03-02,61.636665,63.163334,59.703335,63.096668,63.096668,6479400
2020-03-03,63.116669,63.720001,59.793331,60.680000,60.680000,5596500
2020-03-04,61.986668,62.153332,61.016666,61.963333,61.963333,4044000
2020-03-05,60.669998,61.866669,59.740002,60.349998,60.349998,4328100
2020-03-06,58.959999,59.730000,57.636665,58.723331,58.723331,5789700
2020-03-09,54.886665,56.633331,51.259998,52.926666,52.926666,10027500
2020-03-10,54.803333,56.029999,53.106667,55.823334,55.823334,6274200
2020-03-11,54.693333,55.223331,51.759998,52.509998,52.509998,5962200
2020-03-12,48.683334,49.779999,46.669998,46.849998,46.849998,9004500
2020-03-13,49.086666,50.536667,46.183334,50.523335,50.523335,5991900
2020-03-16,45.033333,47.160000,44.613335,45.723331,45.723331,6633300
2020-03-17,46.136665,48.233334,44.886665,47.186668,47.186668,6614700
2020-03-18,44.513332,46.983334,41.823334,44.193333,44.193333,7751100
2020-03-19,43.876667,48.070000,43.689999,46.369999,46.369999,5704200
2020-03-20,47.423332,50.990002,47.000000,47.843334,47.843334,5241900
2020-03-23,47.279999,50.189999,47.073334,48.720001,48.720001,4686300
2020-03-24,51.456669,54.273335,51.336666,53.573334,53.573334,7808400
2020-03-25,54.586666,56.250000,52.186668,55.336666,55.336666,6178800
2020-03-26,56.186668,57.419998,55.253334,56.000000,56.000000,4699500
2020-03-27,54.076668,55.093334,53.419998,54.180000,54.180000,4628700
2020-03-30,54.333332,56.733334,53.916668,55.490002,55.490002,6189900
2020-03-31,54.666668,56.233334,54.066666,54.653332,54.653332,4367700
2020-04-01,52.666668,56.586666,52.666668,54.619999,54.619999,6449400
2020-04-02,54.256668,56.240002,53.516666,55.180000,55.180000,4389000
2020-04-03,54.430000,55.873333,53.496666,54.220001,54.220001,2999400
2020-04-06,56.453335,57.480000,55.380001,57.113335,57.113335,5058600
2020-04-07,58.990002,59.626667,57.520000,57.603333,57.603333,4512000
2020-04-08,58.333332,59.256668,57.453335,58.720001,58.720001,3954300
2020-04-09,59.623333,61.483334,59.113335,59.293331,59.293331,5928900
2020-04-13,60.203335,61.293331,59.703335,60.986668,60.986668,4388700
2020-04-14,62.493332,62.849998,61.473331,62.643333,62.643333,3852600
2020-04-15,61.563332,62.666668,61.333332,62.116669,62.116669,3098700
2020-04-16,62.619999,63.849998,62.203335,63.430000,63.430000,3820200
2020-04-17,65.000000,65.446671,63.786667,64.476669,64.476669,5381400
2020-04-20,64.156670,65.809998,63.943333,64.763336,64.763336,3541200
2020-04-21,63.986668,64.746666,61.443333,62.169998,62.169998,3645600
2020-04-22,63.333332,64.510002,63.213333,63.953335,63.953335,2353200
2020-04-23,63.863335,64.966667,63.396667,64.029999,64.029999,2026500
2020-04-24,64.283333,64.973335,64.136665,64.483330,64.483330,2530200
2020-04-27,65.430000,66.606667,65.070000,65.626663,65.626663,4493400
2020-04-28,66.666664,66.883331,64.386665,64.516670,64.516670,3089100
2020-04-29,65.736664,66.673332,65.300003,65.900002,65.900002,3159000
2020-04-30,65.386665,66.453331,65.106667,65.503334,65.503334,1822200
2020-05-01,64.333336,65.313332,64.046669,64.893333,64.893333,3216600
2020-05-04,64.566666,64.566666,63.516666,63.946667,63.946667,2967900
2020-05-05,64.596664,66.650002,64.586670,66.070000,66.070000,3290700
2020-05-06,67.623337,68.033333,66.849998,67.076668,67.076668,4163700
2020-05-07,68.279999,71.386665,67.980003,71.043335,71.043335,5195100
2020-05-08,71.449997,71.706665,70.383331,71.320000,71.320000,3189900
2020-05-11,71.000000,73.176666,70.820000,72.753334,72.753334,3598500
2020-05-12,73.000000,73.139999,71.183334,71.389999,71.389999,2920500
2020-05-13,73.333336,73.949997,70.263336,71.913330,71.913330,5249100
2020-05-14,70.633331,73.193336,70.629997,73.190002,73.190002,4833300
2020-05-15,72.666664,74.656670,72.316666,74.276665,74.276665,4078200
2020-05-18,75.256668,77.123337,74.690002,75.379997,75.379997,3738000
2020-05-19,75.593330,77.476669,75.593330,75.716667,75.716667,6598800
2020-05-20,76.833336,78.253334,76.669998,78.160004,78.160004,4670400
2020-05-21,78.000000,79.223335,76.169998,76.500000,76.500000,7929300
2020-05-22,80.000000,81.046669,77.339996,79.309998,79.309998,12317100
2020-05-26,79.983330,80.419998,77.000000,77.056664,77.056664,6326100
2020-05-27,77.026665,77.383331,74.376663,77.263336,77.263336,4956300
2020-05-28,76.826668,77.739998,75.796669,76.463333,76.463333,3205200
2020-05-29,76.686668,78.566666,76.336670,78.423332,78.423332,3992100
2020-06-01,78.333336,79.800003,77.470001,79.436668,79.436668,2935500
2020-06-02,79.436668,79.980003,78.463333,79.953331,79.953331,2698500
2020-06-03,79.309998,80.279999,77.769997,77.803329,77.803329,5953200
2020-06-04,76.666664,77.306664,74.946671,75.563332,75.563332,9327000
2020-06-05,75.583336,77.473335,74.750000,77.129997,77.129997,5265900
2020-06-08,76.696671,79.309998,76.276665,79.263336,79.263336,5345100
2020-06-09,79.333336,79.476669,77.830002,77.853333,77.853333,2626200
2020-06-10,78.333336,78.833336,77.553329,77.559998,77.559998,3616200
2020-06-11,75.856667,77.066666,73.863335,73.973335,73.973335,4331400
2020-06-12,75.739998,76.129997,72.583336,73.949997,73.949997,4248900
2020-06-15,73.263336,75.690002,72.493332,75.433334,75.433334,3616800
2020-06-16,76.666664,76.723335,75.333336,76.233330,76.233330,2932800
2020-06-17,76.493332,77.216667,76.250000,76.413330,76.413330,2412000
2020-06-18,76.333336,77.066666,76.059998,76.776665,76.776665,3380400
2020-06-19,77.666664,78.116669,75.953331,76.910004,76.910004,5687700
2020-06-22,76.953331,78.169998,76.726669,77.626663,77.626663,4080600
2020-06-23,77.356667,77.616669,76.139999,76.436668,76.436668,4163700
2020-06-24,76.333336,77.036667,73.776665,74.466667,74.466667,3852000
2020-06-25,74.333336,75.699997,73.733330,75.633331,75.633331,2921100
2020-06-26,75.480003,75.626663,74.346664,75.129997,75.129997,6545100
2020-06-29,74.949997,76.000000,73.583336,75.696671,75.696671,2868300
2020-06-30,75.696671,76.676666,75.379997,76.556664,76.556664,4754400
2020-07-01,76.470001,76.983330,75.906670,76.453331,76.453331,3971100
2020-07-02,77.000000,77.616669,76.440002,76.843330,76.843330,4273200
2020-07-06,77.556664,79.510002,77.370003,78.636665,78.636665,3066300
2020-07-07,78.553329,79.636665,77.599998,77.690002,77.690002,3767700
2020-07-08,78.000000,81.000000,77.863335,80.940002,80.940002,5861400
2020-07-09,81.323334,83.199997,80.783333,82.860001,82.860001,5922000
2020-07-10,82.903336,83.000000,81.743332,82.986664,82.986664,4086600
2020-07-13,83.416664,85.279999,80.186668,80.353333,80.353333,7464600
2020-07-14,80.013336,81.843330,78.529999,81.776665,81.776665,4464900
2020-07-15,82.169998,82.250000,79.823334,80.166664,80.166664,2329800
2020-07-16,79.346664,79.836670,78.263336,79.126663,79.126663,2634900
2020-07-17,79.446671,80.216667,78.543335,79.936668,79.936668,1659300
2020-07-20,80.486664,84.123337,80.336670,83.866669,83.866669,2942400
2020-07-21,84.110001,84.330002,82.623337,83.106667,83.106667,3051600
2020-07-22,83.746666,85.099998,83.003334,83.453331,83.453331,3022500
2020-07-23,83.386665,85.000000,82.373337,82.833336,82.833336,3338400
2020-07-24,81.529999,81.856667,80.500000,81.256668,81.256668,1550100
2020-07-27,81.716667,82.753334,81.093330,82.553329,82.553329,1559100
2020-07-28,82.500000,83.186668,81.536667,81.603333,81.603333,1072800
2020-07-29,82.433334,83.826668,82.410004,82.849998,82.849998,1532700
2020-07-30,82.330002,84.236664,81.826668,83.930000,83.930000,2202600
2020-07-31,82.330002,85.306664,82.330002,85.306664,85.306664,1696800
2020-08-03,85.306664,85.473335,84.209999,84.809998,84.809998,1589400
2020-08-04,84.346664,84.973335,83.573334,84.970001,84.970001,1157100
2020-08-05,86.349998,88.733330,85.816666,88.033333,88.033333,4054500
2020-08-06,88.223335,88.639999,86.379997,88.626663,88.626663,2085300
2020-08-07,88.353333,88.580002,85.886665,87.083336,87.083336,2478000
2020-08-10,87.083336,87.239998,84.616669,86.076668,86.076668,2153400
2020-08-11,85.486664,86.989998,84.686668,85.076668,85.076668,1996200
2020-08-12,85.400002,87.239998,85.320000,86.606667,86.606667,1494300
2020-08-13,86.500000,87.856667,85.653336,87.186668,87.186668,1362600
2020-08-14,87.330002,87.546669,86.116669,86.370003,86.370003,1332600
2020-08-17,86.733330,88.063332,86.666664,87.486664,87.486664,1827300
2020-08-18,89.000000,89.833336,88.043335,88.586670,88.586670,2468700
2020-08-19,88.946671,90.769997,87.833336,89.826668,89.826668,4184700
2020-08-20,89.443336,91.186668,89.059998,90.839996,90.839996,3742500
2020-08-21,91.206665,91.676666,89.486664,89.776665,89.776665,4338900
2020-08-24,91.336670,91.456665,88.253334,89.023331,89.023331,9758100
2020-08-25,86.660004,88.506668,86.660004,86.996666,86.996666,13433700
2020-08-26,87.000000,88.196671,86.870003,87.813332,87.813332,7031700
2020-08-27,87.666664,87.666664,84.036667,85.123337,85.123337,6945300
2020-08-28,85.643333,86.193336,84.223335,84.889999,84.889999,3911100
2020-08-31,84.550003,86.080002,84.320000,85.803329,85.803329,4432200
2020-09-01,86.300003,87.036667,85.750000,86.166664,86.166664,4416600
2020-09-02,86.483330,86.883331,84.533333,85.820000,85.820000,3344100
2020-09-03,84.516670,84.516670,79.510002,80.736664,80.736664,7221600
2020-09-04,80.213333,80.923332,75.716667,78.550003,78.550003,5863800
2020-09-08,76.666664,79.213333,76.169998,77.976669,77.976669,5915100
2020-09-09,79.746666,80.016670,77.863335,79.466667,79.466667,2789100
2020-09-10,79.583336,81.080002,78.853333,78.986664,78.986664,3406200
2020-09-11,80.666664,81.360001,79.503334,80.980003,80.980003,4756500
2020-09-14,82.000000,82.616669,81.363335,81.910004,81.910004,3501000
2020-09-15,82.666664,83.206665,81.666664,82.693336,82.693336,3178500
2020-09-16,82.933334,83.576668,82.269997,82.290001,82.290001,2357100
2020-09-17,80.769997,81.033333,79.433334,80.476669,80.476669,4679400
2020-09-18,81.379997,81.446671,79.303329,80.533333,80.533333,3717600
2020-09-21,79.306664,81.260002,78.940002,80.870003,80.870003,3114300
2020-09-22,81.349998,82.586670,79.879997,82.166664,82.166664,2724900
2020-09-23,82.166664,82.629997,79.503334,79.709999,79.709999,3132600
2020-09-24,79.353333,80.246666,78.393333,79.330002,79.330002,2346000
2020-09-25,79.346664,80.930000,78.739998,80.713333,80.713333,3447000
2020-09-28,81.473335,82.516670,81.336670,81.980003,81.980003,2917200
2020-09-29,81.996666,82.876663,81.893333,82.163330,82.163330,3695400
2020-09-30,81.586670,82.603333,81.269997,81.583336,81.583336,2033400
2020-10-01,82.889999,84.260002,82.543335,83.510002,83.510002,3377700
2020-10-02,82.106667,83.786667,81.226669,81.720001,81.720001,2185800
2020-10-05,81.889999,83.186668,81.336670,82.889999,82.889999,2488200
2020-10-06,82.566666,84.143333,82.193336,82.413330,82.413330,1706700
2020-10-07,83.096664,84.346664,82.550003,83.653336,83.653336,1414200
2020-10-08,84.080002,84.440002,82.833336,83.169998,83.169998,2240400
2020-10-09,84.080002,84.690002,83.400002,84.173332,84.173332,1901400
2020-10-12,85.000000,85.330002,84.173332,84.366669,84.366669,1856400
2020-10-13,84.333336,85.169998,83.760002,84.849998,84.849998,2187900
2020-10-14,85.500000,86.716667,84.680000,85.366669,85.366669,2464200
2020-10-15,84.320000,85.076668,83.150002,83.940002,83.940002,1971600
2020-10-16,84.453331,84.623337,81.836670,82.120003,82.120003,3242400
2020-10-19,82.536667,83.066666,80.230003,80.779999,80.779999,2692500
2020-10-20,80.956665,81.836670,79.743332,79.760002,79.760002,2221800
2020-10-21,79.663330,79.849998,78.190002,78.616669,78.616669,3399000
2020-10-22,78.983330,79.893333,77.776665,79.199997,79.199997,2374500
2020-10-23,79.480003,79.573334,78.480003,78.846664,78.846664,1590600
2020-10-26,78.529999,78.713333,76.029999,77.206665,77.206665,2238000
2020-10-27,77.750000,78.003334,77.080002,77.180000,77.180000,1505400
2020-10-28,76.400002,76.400002,74.763336,75.309998,75.309998,2441700
2020-10-29,75.309998,76.720001,75.269997,76.256668,76.256668,1999200
2020-10-30,75.976669,76.136665,73.113335,73.730003,73.730003,3684900
2020-11-02,74.263336,75.163330,73.656670,73.949997,73.949997,2420400
2020-11-03,74.756668,76.550003,74.333336,75.973335,75.973335,2268300
2020-11-04,76.666664,79.699997,76.283333,78.393333,78.393333,3049800
2020-11-05,80.696671,81.796669,79.910004,81.406670,81.406670,3177300
